,x_position_input,y_position_input,yaw_input,con_linear_x_input,con_z_input,input_time,x_position_output,y_position_output,yaw_output,output_time
168,-6.071671485900879,2.581895351409912,2.2995078563690186,-0.5,0.0,162.1199951171875,-6.079494109166833,2.590719747150985,2.2992864563606545,162.101
169,-6.067760944366455,2.577493667602539,2.2995998859405518,-0.5,0.0,162.1300048828125,-6.055996016136875,2.5642672359176535,2.2998287345844943,162.158
170,-6.052058219909668,2.5598485469818115,2.2999095916748047,-0.5,0.0,162.1719970703125,-6.055996016136875,2.5642672359176535,2.2998287345844943,162.158
171,-6.052058219909668,2.5598485469818115,2.2999095916748047,-0.5,0.0,162.1719970703125,-6.044165081737763,2.5510031617469133,2.3000809347680593,162.192
172,-6.036284446716309,2.5421509742736816,2.300281286239624,-0.5,0.0,162.21099853515625,-6.028441446664263,2.5333133327349002,2.300438003295898,162.237
173,-6.020615100860596,2.5245208740234375,2.3006062507629395,-0.5,0.0,162.2570037841797,-6.028441446664263,2.5333133327349002,2.300438003295898,162.237
174,-6.020615100860596,2.5245208740234375,2.3006062507629395,-0.5,0.0,162.2570037841797,-6.008860488482103,2.5113158496846957,2.3008534412603345,162.28
175,-6.000975608825684,2.50248122215271,2.301063299179077,-0.5,0.0,162.30099487304688,-5.989119341833241,2.489206972159612,2.301339497022261,162.329
176,-5.9812445640563965,2.4803686141967773,2.301522970199585,-0.5,0.0,162.35000610351562,-5.985175213906483,2.4847845083608204,2.3014478404355403,162.34
177,-5.977325439453125,2.4759654998779297,2.3015880584716797,-0.5,0.0,162.36000061035156,-5.9734114419971664,2.4715740459974653,2.3016744656765034,162.375
178,-5.96164608001709,2.4584126472473145,2.301957845687866,-0.5,0.0,162.4040069580078,-5.9734114419971664,2.4715740459974653,2.3016744656765034,162.375
179,-5.96164608001709,2.4584126472473145,2.301957845687866,-0.5,0.0,162.4040069580078,-5.953767921287375,2.4496069964694303,2.302149134480009,162.421
180,-5.941904544830322,2.4363651275634766,2.302391767501831,-0.5,0.0,162.4510040283203,-5.934011499282452,2.4275357859142925,2.302586424157156,162.471
181,-5.9222412109375,2.414350986480713,2.3028030395507812,-0.5,0.0,162.5,-5.930082327609963,2.423129225675611,2.3026577475721415,162.479
182,-5.9183220863342285,2.4099695682525635,2.3028929233551025,-0.5,0.0,162.50999450683594,-5.918322125231382,2.4099695352372303,2.30289285102624,162.512
183,-5.906528472900391,2.3967831134796143,2.303252696990967,-0.5,0.0,162.5489959716797,-5.8986234650660005,2.387965310995316,2.3034505927922106,162.561
184,-5.906528472900391,2.3967831134796143,2.303252696990967,-0.5,0.0,162.5489959716797,-5.8986234650660005,2.387965310995316,2.3034505927922106,162.561
185,-5.886746883392334,2.374715805053711,2.3037431240081787,-0.5,0.0,162.593994140625,-5.878868951052848,2.365897827044457,2.3039180418616296,162.61
186,-5.863155841827393,2.3483495712280273,2.3043482303619385,-0.5,0.0,162.6510009765625,-5.8631559871965075,2.3483495715891887,2.304348328414793,162.651
187,-5.863155841827393,2.3483495712280273,2.3043482303619385,-0.5,0.0,162.6510009765625,-5.859216623476965,2.3439540415826525,2.304444836975782,162.66
188,-5.847346305847168,2.3307533264160156,2.3047425746917725,-0.5,0.0,162.6929931640625,-5.843378924016025,2.326345814064559,2.3048284659085696,162.702
189,-5.827572822570801,2.308727502822876,2.3051578998565674,-0.5,0.0,162.74200439453125,-5.827572879114221,2.3087275125570663,2.305157903108565,162.746
190,-5.827572822570801,2.308727502822876,2.3051578998565674,-0.5,0.0,162.74200439453125,-5.827572879114221,2.3087275125570663,2.305157903108565,162.746
191,-5.803927898406982,2.2824501991271973,2.305698871612549,-0.5,0.0,162.8000030517578,-5.8118367398901265,2.291222347656498,2.30550896328599,162.79
192,-5.803927898406982,2.2824501991271973,2.305698871612549,-0.5,0.0,162.8000030517578,-5.792017913495921,2.26925544616355,2.3059844881332467,162.833
193,-5.792017936706543,2.2692553997039795,2.3059844970703125,-0.5,0.0,162.83900451660156,-5.792017913495921,2.26925544616355,2.3059844881332467,162.833
194,-5.772282123565674,2.2472708225250244,2.3063793182373047,-0.5,0.0,162.88800048828125,-5.772281955843386,2.247270858576259,2.3063792108609604,162.88
195,-5.772282123565674,2.2472708225250244,2.3063793182373047,-0.5,0.0,162.88800048828125,-5.7565061490072145,2.2297904704075076,2.3067304570871716,162.92
196,-5.748570919036865,2.2210121154785156,2.306910991668701,-0.5,0.0,162.94000244140625,-5.748570961965872,2.2210120358669854,2.3069110683157303,162.94
197,-5.748570919036865,2.2210121154785156,2.306910991668701,-0.5,0.0,162.94000244140625,-5.732679252800713,2.203395003161024,2.307306995482793,162.982
198,-5.73267936706543,2.203394889831543,2.307307004928589,-0.5,0.0,162.98199462890625,-5.732679252800713,2.203395003161024,2.307306995482793,162.982
199,-5.716872215270996,2.185880184173584,2.3077552318573,-0.5,0.0,163.02000427246094,-5.716872099862756,2.1858802985853303,2.3077551310927364,163.02
200,-5.716872215270996,2.185880184173584,2.3077552318573,-0.5,0.5,163.02000427246094,-5.716872099862756,2.1858802985853303,2.3077551310927364,163.02
201,-5.556779861450195,2.017578363418579,2.39052414894104,-0.5,0.5,163.5260009765625,-5.556541201108854,2.017320638288347,2.3906555115072146,163.53
202,-5.556779861450195,2.017578363418579,2.39052414894104,-0.5,0.5,163.5260009765625,-5.556541201108854,2.017320638288347,2.3906555115072146,163.53
203,-5.5557355880737305,2.0165364742279053,2.3917081356048584,-0.5,0.5,163.56500244140625,-5.555273933788646,2.0161133847577015,2.392560167970118,163.573
204,-5.551754474639893,2.0129969120025635,2.398738384246826,-0.5,0.5,163.61000061035156,-5.551754425929799,2.0129969568543995,2.3987383882745497,163.614
205,-5.551754474639893,2.0129969120025635,2.398738384246826,-0.5,0.5,163.61000061035156,-5.551754425929799,2.0129969568543995,2.3987383882745497,163.614
206,-5.540201187133789,2.0028932094573975,2.414693593978882,-0.5,0.5,163.6699981689453,-5.5427283636967335,2.005076272111165,2.411997033439307,163.661
207,-5.540201187133789,2.0028932094573975,2.414693593978882,-0.5,0.5,163.6699981689453,-5.531129763744708,1.994990502804166,2.4225036017231636,163.7
208,-5.52764368057251,1.991924524307251,2.4253015518188477,-0.5,0.5,163.71099853515625,-5.527643599509237,1.991924494185161,2.4253014659812324,163.709
209,-5.5120978355407715,1.978334665298462,2.4356281757354736,-0.5,0.5,163.7570037841797,-5.516149473786475,1.9818938649191031,2.433003069763734,163.748
210,-5.5120978355407715,1.978334665298462,2.4356281757354736,-0.5,0.5,163.7570037841797,-5.495257970613641,1.96370046216772,2.4473944158012446,163.795
211,-5.490902423858643,1.9600187540054321,2.450519323348999,-0.5,0.5,163.8070068359375,-5.495257970613641,1.96370046216772,2.4473944158012446,163.795
212,-5.46860408782959,1.9414632320404053,2.467041492462158,-0.5,0.5,163.85000610351562,-5.468604236967318,1.941463286611489,2.467041423220181,163.85
213,-5.4640889167785645,1.9377142190933228,2.4702858924865723,-0.5,0.5,163.86000061035156,-5.468604236967318,1.941463286611489,2.467041423220181,163.85
214,-5.4458723068237305,1.9228655099868774,2.482583999633789,-0.5,0.5,163.906005859375,-5.450448507517135,1.9265479876947802,2.4795616578794757,163.892
215,-5.4458723068237305,1.9228655099868774,2.482583999633789,-0.5,0.5,163.906005859375,-5.432027663675283,1.911848769566694,2.4911945039186003,163.937
216,-5.427377700805664,1.9081976413726807,2.494342088699341,-0.5,0.5,163.94900512695312,-5.432027663675283,1.911848769566694,2.4911945039186003,163.937
217,-5.404057502746582,1.8901058435440063,2.5098044872283936,-0.5,0.5,163.99099731445312,-5.408731871624906,1.893680983153776,2.507046221648385,163.982
218,-5.404057502746582,1.8901058435440063,2.5098044872283936,-0.5,0.5,163.99099731445312,-5.389920012642523,1.879449269041828,2.518337699694307,164.02
219,-5.375619411468506,1.8688385486602783,2.5277323722839355,-0.5,0.5,164.0500030517578,-5.385170059841169,1.8759106709463187,2.5213734449282863,164.03
220,-5.375619411468506,1.8688385486602783,2.5277323722839355,-0.5,0.5,164.0500030517578,-5.366101297727621,1.8617945919799632,2.534271500184224,164.069
221,-5.356490612030029,1.8549281358718872,2.5400819778442383,-0.5,0.5,164.08999633789062,-5.366101297727621,1.8617945919799632,2.534271500184224,164.069
222,-5.337026119232178,1.8413810729980469,2.552147626876831,-0.5,0.5,164.13400268554688,-5.346773801325569,1.8481480652688413,2.545811598633,164.118
223,-5.337026119232178,1.8413810729980469,2.552147626876831,-0.5,0.5,164.13400268554688,-5.3224356386664535,1.831209065592577,2.5619564900264953,164.16
224,-5.317574501037598,1.82785165309906,2.5651204586029053,-0.5,0.5,164.1790008544922,-5.3028436177450615,1.8179745540337446,2.573563547679122,164.199
225,-5.297903060913086,1.8146930932998657,2.576502799987793,-0.5,0.5,164.218994140625,-5.297903025947585,1.8146931069744534,2.57650276480089,164.21
226,-5.297903060913086,1.8146930932998657,2.576502799987793,-0.5,0.5,164.218994140625,-5.283021535893106,1.804897228849871,2.5862280810945153,164.248
227,-5.273146152496338,1.7984181642532349,2.593000650405884,-0.5,0.5,164.26199340820312,-5.283021535893106,1.804897228849871,2.5862280810945153,164.248
228,-5.248104572296143,1.7828426361083984,2.6077373027801514,-0.5,0.5,164.30999755859375,-5.258168947222051,1.7890338625496167,2.6016855804325787,164.293
229,-5.243074417114258,1.7797354459762573,2.610996961593628,-0.5,0.5,164.32000732421875,-5.227923610718635,1.770453973718722,2.621329921476675,164.35
230,-5.222853660583496,1.7674002647399902,2.624624013900757,-0.5,0.5,164.36399841308594,-5.227923610718635,1.770453973718722,2.621329921476675,164.35
231,-5.2075629234313965,1.7584389448165894,2.634148120880127,-0.5,0.5,164.39500427246094,-5.212675209642287,1.7614011948833472,2.6310413073550385,164.385
232,-5.197281360626221,1.7525302171707153,2.640453338623047,-0.5,0.5,164.41000366210938,-5.192141304250313,1.7495725586279052,2.6437135266106604,164.427
233,-5.176702976226807,1.740828514099121,2.653817892074585,-0.5,0.5,164.45799255371094,-5.166377721456106,1.7351079082031955,2.6603975296813913,164.467
234,-5.176702976226807,1.740828514099121,2.653817892074585,-0.5,0.5,164.45799255371094,-5.166377721456106,1.7351079082031955,2.6603975296813913,164.467
235,-5.150783538818359,1.7266770601272583,2.6694400310516357,-0.5,0.5,164.5050048828125,-5.135081650232483,1.7183095058409432,2.6791306536873853,164.53
236,-5.12453556060791,1.7128030061721802,2.6862103939056396,-0.5,0.5,164.55099487304688,-5.135081650232483,1.7183095058409432,2.6791306536873853,164.53
237,-5.119268894195557,1.7100776433944702,2.6896142959594727,-0.5,0.5,164.55999755859375,-5.113998122559587,1.7073862090549683,2.6928807898046943,164.571
238,-5.098110675811768,1.699513554573059,2.70285964012146,-0.5,0.5,164.60699462890625,-5.092804244847145,1.6968898537035888,2.7062092762265753,164.615
239,-5.098110675811768,1.699513554573059,2.70285964012146,-0.5,0.5,164.60699462890625,-5.092804244847145,1.6968898537035888,2.7062092762265753,164.615
240,-5.071465969085693,1.6866264343261719,2.7202916145324707,-0.5,0.5,164.65199279785156,-5.066122118602638,1.684098801183506,2.7236953579702043,164.661
241,-5.044605731964111,1.6742359399795532,2.7370524406433105,-0.5,0.5,164.6999969482422,-5.044605824172033,1.6742359162869407,2.737052549825269,164.7
242,-5.039178848266602,1.6718060970306396,2.740297555923462,-0.5,0.5,164.7100067138672,-5.039178660759374,1.6718060702717343,2.7402976427681858,164.71
243,-4.995469093322754,1.652912974357605,2.7673697471618652,-0.5,0.5,164.7949981689453,-4.995468873005305,1.6529130034931747,2.7673696817952065,164.795
244,-4.96238899230957,1.6394579410552979,2.786891222000122,-0.5,0.5,164.85000610351562,-4.96238895954369,1.639457984379658,2.786891154197461,164.85
245,-4.96238899230957,1.6394579410552979,2.786891222000122,-0.5,0.5,164.85000610351562,-4.96238895954369,1.639457984379658,2.786891154197461,164.85
246,-4.940239906311035,1.6308739185333252,2.8001503944396973,-0.5,0.5,164.89500427246094,-4.9402397556420015,1.6308739666464043,2.8001505134025053,164.895
247,-4.917868614196777,1.6226717233657837,2.813791036605835,-0.5,0.5,164.93299865722656,-4.917868650881079,1.62267176147963,2.813791111453389,164.933
248,-4.917868614196777,1.6226717233657837,2.813791036605835,-0.5,0.5,164.93299865722656,-4.917868650881079,1.62267176147963,2.813791111453389,164.933
249,-4.8954339027404785,1.6146631240844727,2.8282926082611084,-0.5,0.5,164.97799682617188,-4.895434047463509,1.6146631495588084,2.828292710077298,164.978
250,-4.873013019561768,1.6070443391799927,2.8420650959014893,-0.5,0.5,165.0189971923828,-4.873013014377205,1.6070443775978336,2.8420650133958967,165.019
251,-4.873013019561768,1.6070443391799927,2.8420650959014893,-0.5,0.5,165.0189971923828,-4.873013014377205,1.6070443775978336,2.8420650133958967,165.019
252,-4.85042667388916,1.5995383262634277,2.855778217315674,-0.5,0.5,165.0570068359375,-4.844777798595173,1.5977147702099366,2.8592981427659154,165.06
253,-4.822051048278809,1.5908278226852417,2.872955560684204,-0.5,0.5,165.10000610351562,-4.816332809855245,1.589174167421819,2.8765486015913684,165.11
254,-4.822051048278809,1.5908278226852417,2.872955560684204,-0.5,0.5,165.10000610351562,-4.810602453149558,1.5875357936379288,2.880167094327701,165.12
255,-4.787749290466309,1.580986738204956,2.894718647003174,-0.5,0.5,165.1540069580078,-4.7934362346400325,1.5826085368621186,2.8910912656347527,165.158
256,-4.787749290466309,1.580986738204956,2.894718647003174,-0.5,0.5,165.1540069580078,-4.76491499146615,1.5749569761622961,2.9088679345116275,165.202
257,-4.7649149894714355,1.574957013130188,2.908867835998535,-0.5,0.5,165.20199584960938,-4.76491499146615,1.5749569761622961,2.9088679345116275,165.202
258,-4.74190092086792,1.5690717697143555,2.923275947570801,-0.5,0.5,165.24400329589844,-4.730386581202057,1.566232464961326,2.9305307124498183,165.259
259,-4.718850612640381,1.5635000467300415,2.9374032020568848,-0.5,0.5,165.281005859375,-4.730386581202057,1.566232464961326,2.9305307124498183,165.259
260,-4.718850612640381,1.5635000467300415,2.9374032020568848,-0.5,0.5,165.281005859375,-4.713061191839711,1.5621853335854055,2.9408723277929423,165.29
261,-4.695633888244629,1.558347225189209,2.9514951705932617,-0.5,0.5,165.32200622558594,-4.6956338941828575,1.558347173699304,2.95149514357579,165.328
262,-4.6724090576171875,1.553484320640564,2.966444492340088,-0.5,0.5,165.36300659179688,-4.6956338941828575,1.558347173699304,2.95149514357579,165.328
263,-4.6724090576171875,1.553484320640564,2.966444492340088,-0.5,0.5,165.36300659179688,-4.66661178175298,1.5523461327447206,2.9699738936020603,165.376
264,-4.643319606781006,1.547927975654602,2.9837563037872314,-0.5,0.5,165.41200256347656,-4.6374729806746835,1.5468656492878592,2.9873474118152634,165.42
265,-4.619895935058594,1.5438454151153564,2.9982175827026367,-0.5,0.5,165.4499969482422,-4.631615521186348,1.5458368135312002,2.990969453671455,165.43
266,-4.608189105987549,1.5420002937316895,3.005636692047119,-0.5,0.5,165.47000122070312,-4.614039634038655,1.542896761229214,3.0019142812019433,165.469
267,-4.608189105987549,1.5420002937316895,3.005636692047119,-0.5,0.5,165.47000122070312,-4.584760360912684,1.5385669369359019,3.02056532423051,165.513
268,-4.5847601890563965,1.5385669469833374,3.0205652713775635,-0.5,0.5,165.51300048828125,-4.584760360912684,1.5385669369359019,3.02056532423051,165.513
269,-4.561316013336182,1.5353349447250366,3.0349318981170654,-0.5,0.5,165.5590057373047,-4.549589267872485,1.533791649942557,3.0419633743636982,165.57
270,-4.561316013336182,1.5353349447250366,3.0349318981170654,-0.5,0.5,165.5590057373047,-4.549589267872485,1.533791649942557,3.0419633743636982,165.57
271,-4.537848949432373,1.532341718673706,3.048884391784668,-0.5,0.5,165.5989990234375,-4.531967622382358,1.5316531202464125,3.052404329325729,165.608
272,-4.508355617523193,1.52912437915802,3.0669212341308594,-0.5,0.5,165.6439971923828,-4.50244549613695,1.5285549706177723,3.070660697547611,165.653
273,-4.484776020050049,1.5270394086837769,3.081936836242676,-0.5,0.5,165.68499755859375,-4.50244549613695,1.5285549706177723,3.070660697547611,165.653
274,-4.4730329513549805,1.5261152982711792,3.08918833732605,-0.5,0.5,165.6999969482422,-4.473033028277167,1.526115340568867,3.0891883712120425,165.7
275,-4.449487686157227,1.5245654582977295,3.1040494441986084,-0.5,0.5,165.7449951171875,-4.449487711351329,1.5245655038577042,3.104049432719182,165.745
276,-4.449487686157227,1.5245654582977295,3.1040494441986084,-0.5,0.5,165.7449951171875,-4.449487711351329,1.5245655038577042,3.104049432719182,165.745
277,-4.425926685333252,1.5232971906661987,3.1191723346710205,-0.5,0.5,165.78700256347656,-4.425926897393178,1.5232971819025727,3.1191723362747212,165.787
278,-4.425926685333252,1.5232971906661987,3.1191723346710205,-0.5,0.5,165.78700256347656,-4.396421776247498,1.5223182141652214,3.1375824415635805,165.836
279,-4.396421909332275,1.5223182439804077,3.137582540512085,-0.5,0.5,165.83599853515625,-4.396421776247498,1.5223182141652214,3.1375824415635805,165.836
280,-4.366950988769531,1.5218162536621094,-3.1267166137695312,-0.5,0.5,165.88299560546875,-4.366951145543925,1.5218162761608638,-3.1267166313859525,165.883
281,-4.366950988769531,1.5218162536621094,-3.1267166137695312,-0.5,0.5,165.88299560546875,-4.3493386756526515,1.5218054753841126,-3.1164079023207703,165.917
282,-4.337540149688721,1.5218356847763062,-3.1092090606689453,-0.5,0.5,165.92999267578125,-4.3375401191946095,1.521835628395755,-3.109209163013289,165.93
283,-4.313975811004639,1.522158145904541,-3.0944888591766357,-0.5,0.5,165.97500610351562,-4.313975747147605,1.5221580871551317,-3.0944889617414195,165.975
284,-4.313975811004639,1.522158145904541,-3.0944888591766357,-0.5,0.5,165.97500610351562,-4.313975747147605,1.5221580871551317,-3.0944889617414195,165.975
285,-4.284562110900879,1.5232101678848267,-3.076828718185425,-0.5,0.5,166.02699279785156,-4.2845622867005195,1.5232101739419082,-3.0768286967772887,166.027
286,-4.284562110900879,1.5232101678848267,-3.076828718185425,-0.5,0.5,166.02699279785156,-4.255236247304457,1.5246418198765306,-3.0580286079872736,166.073
287,-4.2552361488342285,1.5246418714523315,-3.0580286979675293,-0.5,0.5,166.072998046875,-4.255236247304457,1.5246418198765306,-3.0580286079872736,166.073
288,-4.226063251495361,1.5266461372375488,-3.040825128555298,-0.5,0.5,166.1230010986328,-4.226063366177948,1.52664614767732,-3.040825148030355,166.123
289,-4.226063251495361,1.5266461372375488,-3.040825128555298,-0.5,0.5,166.1230010986328,-4.196808593036571,1.529197625124655,-3.0229349970076917,166.17
290,-4.190981864929199,1.5298309326171875,-3.0192365646362305,-0.5,0.5,166.177001953125,-4.190981699911189,1.5298309099016094,-3.0192366385345837,166.18
291,-4.167661190032959,1.5324937105178833,-3.003901481628418,-0.5,0.5,166.2239990234375,-4.167661202823996,1.5324937189130199,-3.0039014460833715,166.224
292,-4.167661190032959,1.5324937105178833,-3.003901481628418,-0.5,0.5,166.2239990234375,-4.167661202823996,1.5324937189130199,-3.0039014460833715,166.224
293,-4.144401550292969,1.5353165864944458,-2.988938808441162,-0.5,0.5,166.26400756835938,-4.144401551967069,1.5353165295874232,-2.988938747435274,166.264
294,-4.121301174163818,1.5385364294052124,-2.9756202697753906,-0.5,0.5,166.3090057373047,-4.121301208543951,1.5385364300259097,-2.975620340823088,166.309
295,-4.121301174163818,1.5385364294052124,-2.9756202697753906,-0.5,0.5,166.3090057373047,-4.121301208543951,1.5385364300259097,-2.975620340823088,166.309
296,-4.092319011688232,1.543045997619629,-2.9576163291931152,-0.5,0.5,166.3520050048828,-4.092318864986473,1.5430459854319891,-2.957616444566626,166.352
297,-4.06347131729126,1.5480635166168213,-2.9405336380004883,-0.5,0.5,166.39999389648438,-4.063471237929281,1.5480635156360414,-2.9405336942989857,166.4
298,-4.06347131729126,1.5480635166168213,-2.9405336380004883,-0.5,0.0,166.39999389648438,-4.063471237929281,1.5480635156360414,-2.9405336942989857,166.4
299,-3.8404057025909424,1.5976934432983398,-2.9172561168670654,-0.5,0.0,166.86000061035156,-3.838034478759134,1.598270446520487,-2.917684352365883,166.905
300,-3.83736252784729,1.5984365940093994,-2.917876720428467,-0.5,0.0,166.9199981689453,-3.837362644238987,1.5984365568402663,-2.9178766918498487,166.92
301,-3.8346803188323975,1.5990726947784424,-2.918236255645752,-0.5,0.0,166.96099853515625,-3.834680341451393,1.5990727501700817,-2.918236333610389,166.961
302,-3.8346803188323975,1.5990726947784424,-2.918236255645752,-0.5,0.0,166.96099853515625,-3.834680341451393,1.5990727501700817,-2.918236333610389,166.961
303,-3.828230857849121,1.6006040573120117,-2.91823410987854,-0.5,0.0,167.00599670410156,-3.828230919108827,1.6006040199028218,-2.9182340265406803,167.006
304,-3.828230857849121,1.6006040573120117,-2.91823410987854,-0.5,0.0,167.00599670410156,-3.8136900055106278,1.6039914508850166,-2.9184050786759714,167.051
305,-3.813689947128296,1.6039915084838867,-2.918405055999756,-0.5,0.0,167.0500030517578,-3.8136900055106278,1.6039914508850166,-2.9184050786759714,167.051
306,-3.791567325592041,1.609153151512146,-2.9178850650787354,-0.5,0.0,167.10000610351562,-3.791567284173675,1.6091531031008985,-2.917885117917113,167.1
307,-3.7864089012145996,1.6103272438049316,-2.917961359024048,-0.5,0.0,167.11000061035156,-3.786408790702583,1.6103272367276444,-2.917961288753812,167.11
308,-3.764622688293457,1.6152215003967285,-2.9184136390686035,-0.5,0.0,167.1510009765625,-3.764622690181604,1.6152215025143666,-2.9184137105496246,167.151
309,-3.7420566082000732,1.6203981637954712,-2.9187183380126953,-0.5,0.0,167.1959991455078,-3.7420565507145933,1.6203981473682738,-2.9187182980615245,167.196
310,-3.7420566082000732,1.6203981637954712,-2.9187183380126953,-0.5,0.0,167.1959991455078,-3.7420565507145933,1.6203981473682738,-2.9187182980615245,167.196
311,-3.719294309616089,1.6255842447280884,-2.919074058532715,-0.5,0.0,167.23599243164062,-3.7192943251332005,1.6255842274758014,-2.9190740031242677,167.236
312,-3.690521001815796,1.6321218013763428,-2.9195523262023926,-0.5,0.0,167.27999877929688,-3.690521080290604,1.6321218499741486,-2.9195523198317477,167.28
313,-3.690521001815796,1.6321218013763428,-2.9195523262023926,-0.5,0.0,167.27999877929688,-3.690521080290604,1.6321218499741486,-2.9195523198317477,167.28
314,-3.65604829788208,1.6399555206298828,-2.9199695587158203,-0.5,0.0,167.33999633789062,-3.656048368220987,1.6399555312424374,-2.9199696105566764,167.34
315,-3.65604829788208,1.6399555206298828,-2.9199695587158203,-0.5,0.0,167.33999633789062,-3.6330582693838096,1.645181290869778,-2.9202817685480618,167.382
316,-3.6330583095550537,1.6451812982559204,-2.9202818870544434,-0.5,0.0,167.3820037841797,-3.6330582693838096,1.645181290869778,-2.9202817685480618,167.382
317,-3.6099469661712646,1.6503870487213135,-2.9206924438476562,-0.5,0.0,167.42599487304688,-3.609946991511542,1.6503870542428516,-2.920692487664643,167.427
318,-3.586970806121826,1.655605435371399,-2.9209463596343994,-0.5,0.0,167.47000122070312,-3.5869707103025794,1.6556054238278033,-2.920946387601236,167.471
319,-3.586970806121826,1.655605435371399,-2.9209463596343994,-0.5,0.0,167.47000122070312,-3.5869707103025794,1.6556054238278033,-2.920946387601236,167.471
320,-3.5582292079925537,1.6620944738388062,-2.921375036239624,-0.5,0.0,167.51600646972656,-3.5582293119699364,1.6620944317024957,-2.9213751128701224,167.516
321,-3.5351247787475586,1.6672900915145874,-2.921684741973877,-0.5,0.0,167.55299377441406,-3.5293630662374844,1.6685883376059505,-2.9217513906623935,167.56
322,-3.5236165523529053,1.6698789596557617,-2.921839714050293,-0.5,0.0,167.57000732421875,-3.523616553142343,1.6698789185188174,-2.9218397020803466,167.57
323,-3.506427049636841,1.673742651939392,-2.9220871925354004,-0.5,0.0,167.60800170898438,-3.5064269631423066,1.6737427093679174,-2.922087198771163,167.608
324,-3.506427049636841,1.673742651939392,-2.9220871925354004,-0.5,0.0,167.60800170898438,-3.5064269631423066,1.6737427093679174,-2.922087198771163,167.608
325,-3.477632999420166,1.680195689201355,-2.922558546066284,-0.5,0.0,167.6580047607422,-3.477632978122914,1.6801957247034003,-2.922558448627559,167.658
326,-3.4487853050231934,1.6866576671600342,-2.922966480255127,-0.5,0.0,167.6999969482422,-3.4487853060799694,1.6866577250935608,-2.9229663800129653,167.7
327,-3.4430501461029053,1.6879428625106812,-2.9230453968048096,-0.5,0.0,167.7100067138672,-3.4430500996141102,1.6879428542876587,-2.9230454494100053,167.71
328,-3.4258460998535156,1.6917998790740967,-2.923276901245117,-0.5,0.0,167.74899291992188,-3.4258461615839257,1.691799876703637,-2.9232769156971807,167.749
329,-3.4258460998535156,1.6917998790740967,-2.923276901245117,-0.5,0.0,167.74899291992188,-3.3969913825776747,1.698227105034656,-2.9238134623947554,167.795
330,-3.396991491317749,1.698227047920227,-2.923813581466675,-0.5,0.0,167.79600524902344,-3.3969913825776747,1.698227105034656,-2.9238134623947554,167.795
331,-3.362462043762207,1.7059297561645508,-2.924285650253296,-0.5,0.0,167.85000610351562,-3.3624619376415636,1.7059297899704582,-2.9242857035664285,167.85
332,-3.362462043762207,1.7059297561645508,-2.924285650253296,-0.5,0.0,167.85000610351562,-3.3624619376415636,1.7059297899704582,-2.9242857035664285,167.85
333,-3.3394622802734375,1.7110226154327393,-2.924635410308838,-0.5,0.0,167.88999938964844,-3.339462230883105,1.711022581887252,-2.9246354746984324,167.89
334,-3.316344976425171,1.7161266803741455,-2.924999237060547,-0.5,0.0,167.93899536132812,-3.3163449904219826,1.7161266395920698,-2.9249992208815168,167.939
